"","Year","rgn_id","rgn_name","GDP","Sector"
"515",2006,8,"Massachusetts-Virginian",317207500,"Living Resources"
"516",2006,7,"Massachusetts-Gulf of Maine",1848000,"Minerals"
"517",2006,8,"Massachusetts-Virginian",NA,"Minerals"
"518",2006,7,"Massachusetts-Gulf of Maine",2023000,"Ship & Boat Building"
"519",2006,8,"Massachusetts-Virginian",23021000,"Ship & Boat Building"
"520",2006,7,"Massachusetts-Gulf of Maine",1694065500,"Tourism & Recreation"
"521",2006,8,"Massachusetts-Virginian",642709500,"Tourism & Recreation"
"522",2006,7,"Massachusetts-Gulf of Maine",270788000,"Transportation"
"523",2006,8,"Massachusetts-Virginian",243050000,"Transportation"
"524",2006,7,"Massachusetts-Gulf of Maine",2202558000,"All Ocean Sectors"
"525",2006,8,"Massachusetts-Virginian",1236317000,"All Ocean Sectors"
"526",2005,7,"Massachusetts-Gulf of Maine",78000500,"Construction"
"527",2005,8,"Massachusetts-Virginian",12072500,"Construction"
"528",2005,7,"Massachusetts-Gulf of Maine",165024000,"Living Resources"
"529",2005,8,"Massachusetts-Virginian",332083000,"Living Resources"
"530",2005,7,"Massachusetts-Gulf of Maine",13278000,"Minerals"
"531",2005,8,"Massachusetts-Virginian",NA,"Minerals"
"532",2005,7,"Massachusetts-Gulf of Maine",NA,"Ship & Boat Building"
"533",2005,8,"Massachusetts-Virginian",20991000,"Ship & Boat Building"
"534",2005,7,"Massachusetts-Gulf of Maine",1791766000,"Tourism & Recreation"
"535",2005,8,"Massachusetts-Virginian",672410000,"Tourism & Recreation"
"536",2005,7,"Massachusetts-Gulf of Maine",151912500,"Transportation"
"537",2005,8,"Massachusetts-Virginian",114764500,"Transportation"
"538",2005,7,"Massachusetts-Gulf of Maine",2199981000,"All Ocean Sectors"
"539",2005,8,"Massachusetts-Virginian",1152320000,"All Ocean Sectors"
