"","Source","State","County","Year","Sector","Industry","Establishments","Employment","Wages","GDP","state","rgn_name","rgn_id"
"1458","ENOW","Massachusetts","Middlesex",2011,"Living Resources","All Industries",23,76,2208163,3986000,NA,"Massachusetts-Gulf of Maine",4
"1459","ENOW","Massachusetts","Middlesex",2011,"Minerals","All Industries",17,133,7183673,17552000,NA,"Massachusetts-Gulf of Maine",4
"1460","ENOW","Massachusetts","Middlesex",2011,"Ship & Boat Building","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1461","ENOW","Massachusetts","Middlesex",2011,"Tourism & Recreation","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1462","ENOW","Massachusetts","Middlesex",2011,"Transportation","All Industries",62,5185,603341837,1329766000,NA,"Massachusetts-Gulf of Maine",4
"1463","ENOW","Massachusetts","Middlesex",2011,"All Ocean Sectors","All Industries",121,5953,628863265,1378535000,NA,"Massachusetts-Gulf of Maine",4
"1464","ENOW","Massachusetts","Nantucket",2011,"Construction","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1465","ENOW","Massachusetts","Nantucket",2011,"Living Resources","All Industries",6,11,248980,450000,NA,"Massachusetts-Virginian",5
"1466","ENOW","Massachusetts","Nantucket",2011,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1467","ENOW","Massachusetts","Nantucket",2011,"Ship & Boat Building","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1468","ENOW","Massachusetts","Nantucket",2011,"Tourism & Recreation","All Industries",123,1210,40106122,81697000,NA,"Massachusetts-Virginian",5
"1469","ENOW","Massachusetts","Nantucket",2011,"Transportation","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1470","ENOW","Massachusetts","Nantucket",2011,"All Ocean Sectors","All Industries",131,1221,40355102,82147000,NA,"Massachusetts-Virginian",5
"1471","ENOW","Massachusetts","Norfolk",2011,"Construction","All Industries",17,212,16043878,27086000,NA,"Massachusetts-Gulf of Maine",4
"1472","ENOW","Massachusetts","Norfolk",2011,"Living Resources","All Industries",14,156,5041837,9100000,NA,"Massachusetts-Gulf of Maine",4
"1473","ENOW","Massachusetts","Norfolk",2011,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1474","ENOW","Massachusetts","Norfolk",2011,"Ship & Boat Building","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1475","ENOW","Massachusetts","Norfolk",2011,"Tourism & Recreation","All Industries",371,6177,110316327,210568000,NA,"Massachusetts-Gulf of Maine",4
"1476","ENOW","Massachusetts","Norfolk",2011,"Transportation","All Industries",29,804,48955102,82016000,NA,"Massachusetts-Gulf of Maine",4
"1477","ENOW","Massachusetts","Norfolk",2011,"All Ocean Sectors","All Industries",438,7349,180356122,328771000,NA,"Massachusetts-Gulf of Maine",4
"1478","ENOW","Massachusetts","Plymouth",2011,"Construction","All Industries",5.5,29.5,2168367.5,3661000,NA,"Massachusetts-Virginian",5
"1479","ENOW","Massachusetts","Plymouth",2011,"Construction","All Industries",5.5,29.5,2168367.5,3661000,NA,"Massachusetts-Gulf of Maine",4
"1480","ENOW","Massachusetts","Plymouth",2011,"Living Resources","All Industries",17.5,81.5,2796939,6608500,NA,"Massachusetts-Virginian",5
"1481","ENOW","Massachusetts","Plymouth",2011,"Living Resources","All Industries",17.5,81.5,2796939,6608500,NA,"Massachusetts-Gulf of Maine",4
"1482","ENOW","Massachusetts","Plymouth",2011,"Minerals","All Industries",3,14,551020.5,1389500,NA,"Massachusetts-Virginian",5
"1483","ENOW","Massachusetts","Plymouth",2011,"Minerals","All Industries",3,14,551020.5,1389500,NA,"Massachusetts-Gulf of Maine",4
"1484","ENOW","Massachusetts","Plymouth",2011,"Ship & Boat Building","All Industries",4,15,674490,865000,NA,"Massachusetts-Virginian",5
"1485","ENOW","Massachusetts","Plymouth",2011,"Ship & Boat Building","All Industries",4,15,674490,865000,NA,"Massachusetts-Gulf of Maine",4
"1486","ENOW","Massachusetts","Plymouth",2011,"Tourism & Recreation","All Industries",260,3779.5,64337245,121392500,NA,"Massachusetts-Virginian",5
"1487","ENOW","Massachusetts","Plymouth",2011,"Tourism & Recreation","All Industries",260,3779.5,64337245,121392500,NA,"Massachusetts-Gulf of Maine",4
"1488","ENOW","Massachusetts","Plymouth",2011,"Transportation","All Industries",13.5,327.5,21366326.5,44899000,NA,"Massachusetts-Virginian",5
"1489","ENOW","Massachusetts","Plymouth",2011,"Transportation","All Industries",13.5,327.5,21366326.5,44899000,NA,"Massachusetts-Gulf of Maine",4
"1490","ENOW","Massachusetts","Plymouth",2011,"All Ocean Sectors","All Industries",303.5,4247,91894388,178815500,NA,"Massachusetts-Virginian",5
"1491","ENOW","Massachusetts","Plymouth",2011,"All Ocean Sectors","All Industries",303.5,4247,91894388,178815500,NA,"Massachusetts-Gulf of Maine",4
"1492","ENOW","Massachusetts","Suffolk",2011,"Construction","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1493","ENOW","Massachusetts","Suffolk",2011,"Living Resources","All Industries",36,404,18880612,35274000,NA,"Massachusetts-Gulf of Maine",4
"1494","ENOW","Massachusetts","Suffolk",2011,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1495","ENOW","Massachusetts","Suffolk",2011,"Ship & Boat Building","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1496","ENOW","Massachusetts","Suffolk",2011,"Tourism & Recreation","All Industries",772,17441,474569388,1030362000,NA,"Massachusetts-Gulf of Maine",4
"1497","ENOW","Massachusetts","Suffolk",2011,"Transportation","All Industries",41,1024,107540816,181682000,NA,"Massachusetts-Gulf of Maine",4
"1498","ENOW","Massachusetts","Suffolk",2011,"All Ocean Sectors","All Industries",866,18869,600991837,1247319000,NA,"Massachusetts-Gulf of Maine",4
"1499","ENOW","Massachusetts","All Massachusetts counties",2010,"Construction","All Industries",88,921,53267368,88598000,NA,"Massachusetts",NA
"1500","ENOW","Massachusetts","All Massachusetts counties",2010,"Living Resources","All Industries",603,5399,305251579,922805000,NA,"Massachusetts",NA
"1501","ENOW","Massachusetts","All Massachusetts counties",2010,"Minerals","All Industries",53,233,13464211,32894000,NA,"Massachusetts",NA
"1502","ENOW","Massachusetts","All Massachusetts counties",2010,"Ship & Boat Building","All Industries",42,458,25955789,32618000,NA,"Massachusetts",NA
"1503","ENOW","Massachusetts","All Massachusetts counties",2010,"Tourism & Recreation","All Industries",4175,62067,1396301053,2544699000,NA,"Massachusetts",NA
"1504","ENOW","Massachusetts","All Massachusetts counties",2010,"Transportation","All Industries",264,10712,933243158,1889933000,NA,"Massachusetts",NA
"1505","ENOW","Massachusetts","All Massachusetts counties",2010,"All Ocean Sectors","All Industries",5225,79790,2727482105,5511547000,NA,"Massachusetts",NA
"1506","ENOW","Massachusetts","Barnstable",2010,"Construction","All Industries",5.5,27.5,1482105.5,2465000,NA,"Massachusetts-Gulf of Maine",4
"1507","ENOW","Massachusetts","Barnstable",2010,"Construction","All Industries",5.5,27.5,1482105.5,2465000,NA,"Massachusetts-Virginian",5
"1508","ENOW","Massachusetts","Barnstable",2010,"Living Resources","All Industries",36,112,3591052.5,8802000,NA,"Massachusetts-Gulf of Maine",4
"1509","ENOW","Massachusetts","Barnstable",2010,"Living Resources","All Industries",36,112,3591052.5,8802000,NA,"Massachusetts-Virginian",5
"1510","ENOW","Massachusetts","Barnstable",2010,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1511","ENOW","Massachusetts","Barnstable",2010,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1512","ENOW","Massachusetts","Barnstable",2010,"Ship & Boat Building","All Industries",3,10.5,296316,372500,NA,"Massachusetts-Gulf of Maine",4
"1513","ENOW","Massachusetts","Barnstable",2010,"Ship & Boat Building","All Industries",3,10.5,296316,372500,NA,"Massachusetts-Virginian",5
"1514","ENOW","Massachusetts","Barnstable",2010,"Tourism & Recreation","All Industries",595.5,6970,165465789.5,340788500,NA,"Massachusetts-Gulf of Maine",4
"1515","ENOW","Massachusetts","Barnstable",2010,"Tourism & Recreation","All Industries",595.5,6970,165465789.5,340788500,NA,"Massachusetts-Virginian",5
"1516","ENOW","Massachusetts","Barnstable",2010,"Transportation","All Industries",8,113.5,8634737,18573000,NA,"Massachusetts-Gulf of Maine",4
"1517","ENOW","Massachusetts","Barnstable",2010,"Transportation","All Industries",8,113.5,8634737,18573000,NA,"Massachusetts-Virginian",5
"1518","ENOW","Massachusetts","Barnstable",2010,"All Ocean Sectors","All Industries",650,7233.5,179470000,371001000,NA,"Massachusetts-Gulf of Maine",4
"1519","ENOW","Massachusetts","Barnstable",2010,"All Ocean Sectors","All Industries",650,7233.5,179470000,371001000,NA,"Massachusetts-Virginian",5
"1520","ENOW","Massachusetts","Bristol",2010,"Construction","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1521","ENOW","Massachusetts","Bristol",2010,"Living Resources","All Industries",268,991,96342105,395211000,NA,"Massachusetts-Virginian",5
"1522","ENOW","Massachusetts","Bristol",2010,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1523","ENOW","Massachusetts","Bristol",2010,"Ship & Boat Building","All Industries",11,232,13361053,16791000,NA,"Massachusetts-Virginian",5
"1524","ENOW","Massachusetts","Bristol",2010,"Tourism & Recreation","All Industries",208,3003,52552632,90243000,NA,"Massachusetts-Virginian",5
"1525","ENOW","Massachusetts","Bristol",2010,"Transportation","All Industries",42,841,42288421,66589000,NA,"Massachusetts-Virginian",5
"1526","ENOW","Massachusetts","Bristol",2010,"All Ocean Sectors","All Industries",542,5067,204545263,568834000,NA,"Massachusetts-Virginian",5
"1527","ENOW","Massachusetts","Dukes",2010,"Construction","All Industries",4,9,331579,552000,NA,"Massachusetts-Virginian",5
"1528","ENOW","Massachusetts","Dukes",2010,"Living Resources","All Industries",8,33,1635789,2951000,NA,"Massachusetts-Virginian",5
"1529","ENOW","Massachusetts","Dukes",2010,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1530","ENOW","Massachusetts","Dukes",2010,"Ship & Boat Building","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1531","ENOW","Massachusetts","Dukes",2010,"Tourism & Recreation","All Industries",156,1404,43193684,90321000,NA,"Massachusetts-Virginian",5
"1532","ENOW","Massachusetts","Dukes",2010,"Transportation","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1533","ENOW","Massachusetts","Dukes",2010,"All Ocean Sectors","All Industries",171,1446,45161053,93824000,NA,"Massachusetts-Virginian",5
"1534","ENOW","Massachusetts","Essex",2010,"Construction","All Industries",12,81,4793684,7974000,NA,"Massachusetts-Gulf of Maine",4
"1535","ENOW","Massachusetts","Essex",2010,"Living Resources","All Industries",122,1178,68289474,153780000,NA,"Massachusetts-Gulf of Maine",4
"1536","ENOW","Massachusetts","Essex",2010,"Minerals","All Industries",7,41,2452632,6115000,NA,"Massachusetts-Gulf of Maine",4
"1537","ENOW","Massachusetts","Essex",2010,"Ship & Boat Building","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1538","ENOW","Massachusetts","Essex",2010,"Tourism & Recreation","All Industries",943,13463,249595789,359245000,NA,"Massachusetts-Gulf of Maine",4
"1539","ENOW","Massachusetts","Essex",2010,"Transportation","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1540","ENOW","Massachusetts","Essex",2010,"All Ocean Sectors","All Industries",1126,14763,325130526,527113000,NA,"Massachusetts-Gulf of Maine",4
"1541","ENOW","Massachusetts","Middlesex",2010,"Construction","All Industries",17,431,18322105,30475000,NA,"Massachusetts-Gulf of Maine",4
"1542","ENOW","Massachusetts","Middlesex",2010,"Living Resources","All Industries",23,79,2275789,4106000,NA,"Massachusetts-Gulf of Maine",4
"1543","ENOW","Massachusetts","Middlesex",2010,"Minerals","All Industries",18,139,7732632,18604000,NA,"Massachusetts-Gulf of Maine",4
"1544","ENOW","Massachusetts","Middlesex",2010,"Ship & Boat Building","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1545","ENOW","Massachusetts","Middlesex",2010,"Tourism & Recreation","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1546","ENOW","Massachusetts","Middlesex",2010,"Transportation","All Industries",64,6128,638538947,1327141000,NA,"Massachusetts-Gulf of Maine",4
"1547","ENOW","Massachusetts","Middlesex",2010,"All Ocean Sectors","All Industries",124,6777,666869474,1380326000,NA,"Massachusetts-Gulf of Maine",4
"1548","ENOW","Massachusetts","Nantucket",2010,"Construction","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1549","ENOW","Massachusetts","Nantucket",2010,"Living Resources","All Industries",7,10,248421,449000,NA,"Massachusetts-Virginian",5
"1550","ENOW","Massachusetts","Nantucket",2010,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1551","ENOW","Massachusetts","Nantucket",2010,"Ship & Boat Building","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1552","ENOW","Massachusetts","Nantucket",2010,"Tourism & Recreation","All Industries",120,1237,40720000,86173000,NA,"Massachusetts-Virginian",5
"1553","ENOW","Massachusetts","Nantucket",2010,"Transportation","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1554","ENOW","Massachusetts","Nantucket",2010,"All Ocean Sectors","All Industries",129,1247,40969474,86622000,NA,"Massachusetts-Virginian",5
"1555","ENOW","Massachusetts","Norfolk",2010,"Construction","All Industries",18,229,18311579,30458000,NA,"Massachusetts-Gulf of Maine",4
"1556","ENOW","Massachusetts","Norfolk",2010,"Living Resources","All Industries",15,155,4968421,8965000,NA,"Massachusetts-Gulf of Maine",4
"1557","ENOW","Massachusetts","Norfolk",2010,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1558","ENOW","Massachusetts","Norfolk",2010,"Ship & Boat Building","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1559","ENOW","Massachusetts","Norfolk",2010,"Tourism & Recreation","All Industries",354,5881,107655789,191831000,NA,"Massachusetts-Gulf of Maine",4
"1560","ENOW","Massachusetts","Norfolk",2010,"Transportation","All Industries",30,932,56303158,88657000,NA,"Massachusetts-Gulf of Maine",4
"1561","ENOW","Massachusetts","Norfolk",2010,"All Ocean Sectors","All Industries",425,7197,187238947,319910000,NA,"Massachusetts-Gulf of Maine",4
"1562","ENOW","Massachusetts","Plymouth",2010,"Construction","All Industries",6,37,2512105.5,4178000,NA,"Massachusetts-Virginian",5
"1563","ENOW","Massachusetts","Plymouth",2010,"Construction","All Industries",6,37,2512105.5,4178000,NA,"Massachusetts-Gulf of Maine",4
"1564","ENOW","Massachusetts","Plymouth",2010,"Living Resources","All Industries",18,37.5,1245263,3130500,NA,"Massachusetts-Virginian",5
"1565","ENOW","Massachusetts","Plymouth",2010,"Living Resources","All Industries",18,37.5,1245263,3130500,NA,"Massachusetts-Gulf of Maine",4
"1566","ENOW","Massachusetts","Plymouth",2010,"Minerals","All Industries",4.5,26.5,1639473.5,4088000,NA,"Massachusetts-Virginian",5
"1567","ENOW","Massachusetts","Plymouth",2010,"Minerals","All Industries",4.5,26.5,1639473.5,4088000,NA,"Massachusetts-Gulf of Maine",4
"1568","ENOW","Massachusetts","Plymouth",2010,"Ship & Boat Building","All Industries",4,18,773158,971500,NA,"Massachusetts-Virginian",5
"1569","ENOW","Massachusetts","Plymouth",2010,"Ship & Boat Building","All Industries",4,18,773158,971500,NA,"Massachusetts-Gulf of Maine",4
"1570","ENOW","Massachusetts","Plymouth",2010,"Tourism & Recreation","All Industries",243.5,3556,61857894.5,108114000,NA,"Massachusetts-Virginian",5
"1571","ENOW","Massachusetts","Plymouth",2010,"Tourism & Recreation","All Industries",243.5,3556,61857894.5,108114000,NA,"Massachusetts-Gulf of Maine",4
"1572","ENOW","Massachusetts","Plymouth",2010,"Transportation","All Industries",13,380.5,24821579,49797000,NA,"Massachusetts-Virginian",5
"1573","ENOW","Massachusetts","Plymouth",2010,"Transportation","All Industries",13,380.5,24821579,49797000,NA,"Massachusetts-Gulf of Maine",4
"1574","ENOW","Massachusetts","Plymouth",2010,"All Ocean Sectors","All Industries",289,4055.5,92848947.5,170279000,NA,"Massachusetts-Virginian",5
"1575","ENOW","Massachusetts","Plymouth",2010,"All Ocean Sectors","All Industries",289,4055.5,92848947.5,170279000,NA,"Massachusetts-Gulf of Maine",4
"1576","ENOW","Massachusetts","Suffolk",2010,"Construction","All Industries",7,42,3518947,5853000,NA,"Massachusetts-Gulf of Maine",4
"1577","ENOW","Massachusetts","Suffolk",2010,"Living Resources","All Industries",34,420,19225263,38571000,NA,"Massachusetts-Gulf of Maine",4
"1578","ENOW","Massachusetts","Suffolk",2010,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1579","ENOW","Massachusetts","Suffolk",2010,"Ship & Boat Building","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1580","ENOW","Massachusetts","Suffolk",2010,"Tourism & Recreation","All Industries",714,16024,447935789,829082000,NA,"Massachusetts-Gulf of Maine",4
"1581","ENOW","Massachusetts","Suffolk",2010,"Transportation","All Industries",39,95,7287368,13090000,NA,"Massachusetts-Gulf of Maine",4
"1582","ENOW","Massachusetts","Suffolk",2010,"All Ocean Sectors","All Industries",800,16581,477966316,886596000,NA,"Massachusetts-Gulf of Maine",4
"1583","ENOW","Massachusetts","All Massachusetts counties",2009,"Construction","All Industries",85,679,51607066,83578000,NA,"Massachusetts",NA
"1584","ENOW","Massachusetts","All Massachusetts counties",2009,"Living Resources","All Industries",590,5251,284457173,862821000,NA,"Massachusetts",NA
"1585","ENOW","Massachusetts","All Massachusetts counties",2009,"Minerals","All Industries",54,57,3379015,8281000,NA,"Massachusetts",NA
"1586","ENOW","Massachusetts","All Massachusetts counties",2009,"Ship & Boat Building","All Industries",41,462,26084582,30385000,NA,"Massachusetts",NA
"1587","ENOW","Massachusetts","All Massachusetts counties",2009,"Tourism & Recreation","All Industries",4129,60585,1360533191,2358340000,NA,"Massachusetts",NA
"1588","ENOW","Massachusetts","All Massachusetts counties",2009,"Transportation","All Industries",256,12062,985722698,1846624000,NA,"Massachusetts",NA
"1589","ENOW","Massachusetts","All Massachusetts counties",2009,"All Ocean Sectors","All Industries",5155,79096,2711783726,5190029000,NA,"Massachusetts",NA
"1590","ENOW","Massachusetts","Barnstable",2009,"Construction","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1591","ENOW","Massachusetts","Barnstable",2009,"Construction","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1592","ENOW","Massachusetts","Barnstable",2009,"Living Resources","All Industries",35,90,2845289,7130000,NA,"Massachusetts-Gulf of Maine",4
"1593","ENOW","Massachusetts","Barnstable",2009,"Living Resources","All Industries",35,90,2845289,7130000,NA,"Massachusetts-Virginian",5
"1594","ENOW","Massachusetts","Barnstable",2009,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1595","ENOW","Massachusetts","Barnstable",2009,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1596","ENOW","Massachusetts","Barnstable",2009,"Ship & Boat Building","All Industries",3,11.5,316916.5,369000,NA,"Massachusetts-Gulf of Maine",4
"1597","ENOW","Massachusetts","Barnstable",2009,"Ship & Boat Building","All Industries",3,11.5,316916.5,369000,NA,"Massachusetts-Virginian",5
"1598","ENOW","Massachusetts","Barnstable",2009,"Tourism & Recreation","All Industries",589,6908,164598501,317726000,NA,"Massachusetts-Gulf of Maine",4
"1599","ENOW","Massachusetts","Barnstable",2009,"Tourism & Recreation","All Industries",589,6908,164598501,317726000,NA,"Massachusetts-Virginian",5
"1600","ENOW","Massachusetts","Barnstable",2009,"Transportation","All Industries",8,96.5,7067452,13932500,NA,"Massachusetts-Gulf of Maine",4
"1601","ENOW","Massachusetts","Barnstable",2009,"Transportation","All Industries",8,96.5,7067452,13932500,NA,"Massachusetts-Virginian",5
"1602","ENOW","Massachusetts","Barnstable",2009,"All Ocean Sectors","All Industries",643.5,7106,174828158.5,339157500,NA,"Massachusetts-Gulf of Maine",4
"1603","ENOW","Massachusetts","Barnstable",2009,"All Ocean Sectors","All Industries",643.5,7106,174828158.5,339157500,NA,"Massachusetts-Virginian",5
"1604","ENOW","Massachusetts","Bristol",2009,"Construction","All Industries",7,37,3631692,5882000,NA,"Massachusetts-Virginian",5
"1605","ENOW","Massachusetts","Bristol",2009,"Living Resources","All Industries",261,1325,106660600,459347000,NA,"Massachusetts-Virginian",5
"1606","ENOW","Massachusetts","Bristol",2009,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1607","ENOW","Massachusetts","Bristol",2009,"Ship & Boat Building","All Industries",10,231,13009636,15154000,NA,"Massachusetts-Virginian",5
"1608","ENOW","Massachusetts","Bristol",2009,"Tourism & Recreation","All Industries",195,2923,53179872,84417000,NA,"Massachusetts-Virginian",5
"1609","ENOW","Massachusetts","Bristol",2009,"Transportation","All Industries",43,2245,125565310,188210000,NA,"Massachusetts-Virginian",5
"1610","ENOW","Massachusetts","Bristol",2009,"All Ocean Sectors","All Industries",523,6761,302047109,753011000,NA,"Massachusetts-Virginian",5
"1611","ENOW","Massachusetts","Dukes",2009,"Construction","All Industries",3,7,204497,331000,NA,"Massachusetts-Virginian",5
"1612","ENOW","Massachusetts","Dukes",2009,"Living Resources","All Industries",8,36,1788009,3118000,NA,"Massachusetts-Virginian",5
"1613","ENOW","Massachusetts","Dukes",2009,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1614","ENOW","Massachusetts","Dukes",2009,"Ship & Boat Building","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1615","ENOW","Massachusetts","Dukes",2009,"Tourism & Recreation","All Industries",151,1355,41788009,82467000,NA,"Massachusetts-Virginian",5
"1616","ENOW","Massachusetts","Dukes",2009,"Transportation","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1617","ENOW","Massachusetts","Dukes",2009,"All Ocean Sectors","All Industries",165,1398,43780514,85917000,NA,"Massachusetts-Virginian",5
"1618","ENOW","Massachusetts","Essex",2009,"Construction","All Industries",11,81,5211991,8440000,NA,"Massachusetts-Gulf of Maine",4
"1619","ENOW","Massachusetts","Essex",2009,"Living Resources","All Industries",114,1164,67267666,149747000,NA,"Massachusetts-Gulf of Maine",4
"1620","ENOW","Massachusetts","Essex",2009,"Minerals","All Industries",8,46,2716274,7251000,NA,"Massachusetts-Gulf of Maine",4
"1621","ENOW","Massachusetts","Essex",2009,"Ship & Boat Building","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1622","ENOW","Massachusetts","Essex",2009,"Tourism & Recreation","All Industries",958,12987,239733405,308000000,NA,"Massachusetts-Gulf of Maine",4
"1623","ENOW","Massachusetts","Essex",2009,"Transportation","All Industries",34,378,18104925,27144000,NA,"Massachusetts-Gulf of Maine",4
"1624","ENOW","Massachusetts","Essex",2009,"All Ocean Sectors","All Industries",1130,14656,333034261,500583000,NA,"Massachusetts-Gulf of Maine",4
"1625","ENOW","Massachusetts","Middlesex",2009,"Construction","All Industries",15,230,17278373,27982000,NA,"Massachusetts-Gulf of Maine",4
"1626","ENOW","Massachusetts","Middlesex",2009,"Living Resources","All Industries",22,69,2247323,3919000,NA,"Massachusetts-Gulf of Maine",4
"1627","ENOW","Massachusetts","Middlesex",2009,"Minerals","All Industries",17,11,661670,1030000,NA,"Massachusetts-Gulf of Maine",4
"1628","ENOW","Massachusetts","Middlesex",2009,"Ship & Boat Building","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1629","ENOW","Massachusetts","Middlesex",2009,"Tourism & Recreation","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1630","ENOW","Massachusetts","Middlesex",2009,"Transportation","All Industries",61,6138,623628480,1191615000,NA,"Massachusetts-Gulf of Maine",4
"1631","ENOW","Massachusetts","Middlesex",2009,"All Ocean Sectors","All Industries",118,6448,643815846,1224545000,NA,"Massachusetts-Gulf of Maine",4
"1632","ENOW","Massachusetts","Nantucket",2009,"Construction","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1633","ENOW","Massachusetts","Nantucket",2009,"Living Resources","All Industries",7,10,200214,350000,NA,"Massachusetts-Virginian",5
"1634","ENOW","Massachusetts","Nantucket",2009,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1635","ENOW","Massachusetts","Nantucket",2009,"Ship & Boat Building","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1636","ENOW","Massachusetts","Nantucket",2009,"Tourism & Recreation","All Industries",117,1112,34461456,67645000,NA,"Massachusetts-Virginian",5
"1637","ENOW","Massachusetts","Nantucket",2009,"Transportation","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1638","ENOW","Massachusetts","Nantucket",2009,"All Ocean Sectors","All Industries",126,1122,34661670,67995000,NA,"Massachusetts-Virginian",5
"1639","ENOW","Massachusetts","Norfolk",2009,"Construction","All Industries",18,256,20846895,33761000,NA,"Massachusetts-Gulf of Maine",4
"1640","ENOW","Massachusetts","Norfolk",2009,"Living Resources","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1641","ENOW","Massachusetts","Norfolk",2009,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1642","ENOW","Massachusetts","Norfolk",2009,"Ship & Boat Building","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1643","ENOW","Massachusetts","Norfolk",2009,"Tourism & Recreation","All Industries",366,6161,115724839,200769000,NA,"Massachusetts-Gulf of Maine",4
"1644","ENOW","Massachusetts","Norfolk",2009,"Transportation","All Industries",31,845,40612420,60875000,NA,"Massachusetts-Gulf of Maine",4
"1645","ENOW","Massachusetts","Norfolk",2009,"All Ocean Sectors","All Industries",434,7262,177184154,295405000,NA,"Massachusetts-Gulf of Maine",4
"1646","ENOW","Massachusetts","Plymouth",2009,"Construction","All Industries",6.5,34,2217345,3590500,NA,"Massachusetts-Virginian",5
"1647","ENOW","Massachusetts","Plymouth",2009,"Construction","All Industries",6.5,34,2217345,3590500,NA,"Massachusetts-Gulf of Maine",4
"1648","ENOW","Massachusetts","Plymouth",2009,"Living Resources","All Industries",19.5,37,1203426,3003000,NA,"Massachusetts-Virginian",5
"1649","ENOW","Massachusetts","Plymouth",2009,"Living Resources","All Industries",19.5,37,1203426,3003000,NA,"Massachusetts-Gulf of Maine",4
"1650","ENOW","Massachusetts","Plymouth",2009,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Virginian",5
"1651","ENOW","Massachusetts","Plymouth",2009,"Minerals","All Industries",NA,NA,NA,NA,NA,"Massachusetts-Gulf of Maine",4
"1652","ENOW","Massachusetts","Plymouth",2009,"Ship & Boat Building","All Industries",4,22,879550.5,1024500,NA,"Massachusetts-Virginian",5
"1653","ENOW","Massachusetts","Plymouth",2009,"Ship & Boat Building","All Industries",4,22,879550.5,1024500,NA,"Massachusetts-Gulf of Maine",4
